County Name,Year,Attribute,Value,State
SAC,2026,Total Ending Balance,4651680,Iowa
SAC,2026,Total Requirements,24981603,Iowa
SAC,2017,Total Expenditures,15080918,Iowa
SAC,2017,Total Ending Balance,3848328,Iowa
SAC,2017,Total Requirements,18929246,Iowa
SAC,2010,Total Expenditures,11872580,Iowa
SAC,2010,Total Ending Balance,1909806,Iowa
SAC,2010,Total Requirements,13782386,Iowa
SAC,2018,Total Expenditures,14977316,Iowa
SAC,2018,Total Ending Balance,3999552,Iowa
SAC,2018,Total Requirements,18976868,Iowa
SAC,2020,Total Expenditures,16759519,Iowa
SAC,2020,Total Ending Balance,3353608,Iowa
SAC,2020,Total Requirements,20113127,Iowa
SCOTT,2021,Total Expenditures,110240560,Iowa
SCOTT,2021,Total Ending Balance,25115236,Iowa
SCOTT,2021,Total Requirements,135355796,Iowa
SCOTT,2013,Total Expenditures,93441558,Iowa
SCOTT,2013,Total Ending Balance,18018105,Iowa
SCOTT,2013,Total Requirements,111459663,Iowa
SCOTT,2017,Total Expenditures,92557222,Iowa
SCOTT,2017,Total Ending Balance,29972565,Iowa
SCOTT,2017,Total Requirements,122529787,Iowa
SCOTT,2012,Total Expenditures,91558502,Iowa
SCOTT,2012,Total Ending Balance,15770727,Iowa
SCOTT,2012,Total Requirements,107329229,Iowa
SCOTT,2023,Total Expenditures,147306575,Iowa
SCOTT,2023,Total Ending Balance,25649504,Iowa
SCOTT,2023,Total Requirements,172956079,Iowa
SCOTT,2025,Total Expenditures,149599315,Iowa
SCOTT,2025,Total Ending Balance,29821459,Iowa
SCOTT,2025,Total Requirements,179420774,Iowa
SCOTT,2016,Total Expenditures,92022854,Iowa
SCOTT,2016,Total Ending Balance,22760518,Iowa
SCOTT,2016,Total Requirements,114783372,Iowa
SCOTT,2015,Total Expenditures,91281941,Iowa
SCOTT,2015,Total Ending Balance,20988392,Iowa
SCOTT,2015,Total Requirements,112270333,Iowa
SCOTT,2022,Total Expenditures,108897985,Iowa
SCOTT,2022,Total Ending Balance,26952798,Iowa
SCOTT,2022,Total Requirements,135850783,Iowa
SCOTT,2007,Total Expenditures,77157472,Iowa
SCOTT,2007,Total Ending Balance,13914496,Iowa
SCOTT,2007,Total Requirements,91071968,Iowa
SCOTT,2006,Total Expenditures,72029802,Iowa
SCOTT,2006,Total Ending Balance,17224997,Iowa
SCOTT,2006,Total Requirements,89254799,Iowa
SCOTT,2005,Total Expenditures,64384785,Iowa
SCOTT,2005,Total Ending Balance,15919714,Iowa
SCOTT,2005,Total Requirements,80304499,Iowa
SCOTT,2009,Total Expenditures,82553038,Iowa
SCOTT,2009,Total Ending Balance,13916150,Iowa
SCOTT,2009,Total Requirements,96469188,Iowa
SCOTT,2011,Total Expenditures,86998679,Iowa
SCOTT,2011,Total Ending Balance,14171143,Iowa
SCOTT,2011,Total Requirements,101169822,Iowa
SCOTT,2019,Total Expenditures,99716895,Iowa
SCOTT,2019,Total Ending Balance,30820356,Iowa
SCOTT,2019,Total Requirements,130537251,Iowa
SCOTT,2020,Total Expenditures,105499394,Iowa
SCOTT,2020,Total Ending Balance,30040016,Iowa
SCOTT,2020,Total Requirements,135539410,Iowa
SCOTT,2018,Total Expenditures,92779425,Iowa
SCOTT,2018,Total Ending Balance,27652160,Iowa
SCOTT,2018,Total Requirements,120431585,Iowa
SCOTT,2026,Total Expenditures,137094838,Iowa
SCOTT,2026,Total Ending Balance,33208461,Iowa
SCOTT,2026,Total Requirements,170303299,Iowa
SCOTT,2010,Total Expenditures,80939111,Iowa
SCOTT,2010,Total Ending Balance,13014201,Iowa
SCOTT,2010,Total Requirements,93953312,Iowa
SCOTT,2008,Total Expenditures,80212051,Iowa
SCOTT,2008,Total Ending Balance,13711452,Iowa
SCOTT,2008,Total Requirements,93923503,Iowa
SCOTT,2024,Total Expenditures,154858927,Iowa
SCOTT,2024,Total Ending Balance,25109745,Iowa
SCOTT,2024,Total Requirements,179968672,Iowa
SCOTT,2014,Total Expenditures,87224226,Iowa
SCOTT,2014,Total Ending Balance,17872696,Iowa
SCOTT,2014,Total Requirements,105096922,Iowa
SHELBY,2018,Total Expenditures,17097361,Iowa
SHELBY,2018,Total Ending Balance,2394663,Iowa
SHELBY,2018,Total Requirements,19492024,Iowa
SHELBY,2025,Total Expenditures,23333022,Iowa
SHELBY,2025,Total Ending Balance,3921221,Iowa
SHELBY,2025,Total Requirements,27254243,Iowa
SHELBY,2008,Total Expenditures,12768954,Iowa
SHELBY,2008,Total Ending Balance,2562961,Iowa
SHELBY,2008,Total Requirements,15331915,Iowa
SHELBY,2014,Total Expenditures,14556244,Iowa
SHELBY,2014,Total Ending Balance,2330142,Iowa
SHELBY,2014,Total Requirements,16886386,Iowa
SHELBY,2024,Total Expenditures,19282766,Iowa
SHELBY,2024,Total Ending Balance,4359353,Iowa
SHELBY,2024,Total Requirements,23642119,Iowa
SHELBY,2023,Total Expenditures,21191097,Iowa
SHELBY,2023,Total Ending Balance,2349693,Iowa
SHELBY,2023,Total Requirements,23540790,Iowa
SHELBY,2007,Total Expenditures,12721120,Iowa
SHELBY,2007,Total Ending Balance,2435646,Iowa
SHELBY,2007,Total Requirements,15156766,Iowa
SHELBY,2015,Total Expenditures,14114149,Iowa
SHELBY,2015,Total Ending Balance,2319194,Iowa
SHELBY,2015,Total Requirements,16433343,Iowa
SHELBY,2021,Total Expenditures,17224515,Iowa
SHELBY,2021,Total Ending Balance,3105808,Iowa
SHELBY,2021,Total Requirements,20330323,Iowa
SHELBY,2013,Total Expenditures,14878209,Iowa
SHELBY,2013,Total Ending Balance,3034444,Iowa
SHELBY,2013,Total Requirements,17912653,Iowa
SHELBY,2017,Total Expenditures,16555024,Iowa
SHELBY,2017,Total Ending Balance,2724575,Iowa
SHELBY,2017,Total Requirements,19279599,Iowa
SHELBY,2020,Total Expenditures,16175233,Iowa
SHELBY,2020,Total Ending Balance,3559898,Iowa
SHELBY,2020,Total Requirements,19735131,Iowa
SHELBY,2010,Total Expenditures,14514657,Iowa
SHELBY,2010,Total Ending Balance,3352793,Iowa
SHELBY,2010,Total Requirements,17867450,Iowa
SHELBY,2026,Total Expenditures,23942371,Iowa
SHELBY,2026,Total Ending Balance,5060073,Iowa
SHELBY,2026,Total Requirements,29002444,Iowa
SHELBY,2022,Total Expenditures,17784719,Iowa
SHELBY,2022,Total Ending Balance,2847816,Iowa
SHELBY,2022,Total Requirements,20632535,Iowa
SHELBY,2006,Total Expenditures,11617934,Iowa
SHELBY,2006,Total Ending Balance,2549056,Iowa
SHELBY,2006,Total Requirements,14166990,Iowa
SHELBY,2016,Total Expenditures,14579838,Iowa
SHELBY,2016,Total Ending Balance,2557225,Iowa
SHELBY,2016,Total Requirements,17137063,Iowa
SHELBY,2009,Total Expenditures,13894039,Iowa
SHELBY,2009,Total Ending Balance,3303364,Iowa
SHELBY,2009,Total Requirements,17197403,Iowa
SHELBY,2005,Total Expenditures,11435129,Iowa
SHELBY,2005,Total Ending Balance,2393496,Iowa
SHELBY,2005,Total Requirements,13828625,Iowa
SHELBY,2012,Total Expenditures,14503842,Iowa
SHELBY,2012,Total Ending Balance,2784558,Iowa
SHELBY,2012,Total Requirements,17288400,Iowa
SHELBY,2011,Total Expenditures,14487944,Iowa
SHELBY,2011,Total Ending Balance,3538415,Iowa
SHELBY,2011,Total Requirements,18026359,Iowa
SHELBY,2019,Total Expenditures,15745452,Iowa
SHELBY,2019,Total Ending Balance,3360775,Iowa
SHELBY,2019,Total Requirements,19106227,Iowa
SIOUX,2019,Total Expenditures,28785451,Iowa
SIOUX,2019,Total Ending Balance,14247018,Iowa
SIOUX,2019,Total Requirements,43032469,Iowa
SIOUX,2009,Total Expenditures,23173141,Iowa
SIOUX,2009,Total Ending Balance,3736907,Iowa
SIOUX,2009,Total Requirements,26910048,Iowa
SIOUX,2015,Total Expenditures,24481860,Iowa
SIOUX,2015,Total Ending Balance,10140187,Iowa
SIOUX,2015,Total Requirements,34622047,Iowa
SIOUX,2011,Total Expenditures,30923585,Iowa
SIOUX,2011,Total Ending Balance,3863221,Iowa
SIOUX,2011,Total Requirements,34786806,Iowa
SIOUX,2020,Total Expenditures,35552432,Iowa
SIOUX,2020,Total Ending Balance,14835492,Iowa
SIOUX,2020,Total Requirements,50387924,Iowa
SIOUX,2008,Total Expenditures,21888383,Iowa
SIOUX,2008,Total Ending Balance,3949789,Iowa
SIOUX,2008,Total Requirements,25838172,Iowa
SIOUX,2018,Total Expenditures,27585663,Iowa
SIOUX,2018,Total Ending Balance,11129453,Iowa
SIOUX,2018,Total Requirements,38715116,Iowa
SIOUX,2014,Total Expenditures,23550828,Iowa
SIOUX,2014,Total Ending Balance,7066365,Iowa
SIOUX,2014,Total Requirements,30617193,Iowa
SIOUX,2010,Total Expenditures,25911628,Iowa
SIOUX,2010,Total Ending Balance,5353677,Iowa
SIOUX,2010,Total Requirements,31265305,Iowa
SIOUX,2024,Total Expenditures,46211841,Iowa
SIOUX,2024,Total Ending Balance,6723619,Iowa
SIOUX,2024,Total Requirements,52935460,Iowa
SIOUX,2013,Total Expenditures,32293618,Iowa
SIOUX,2013,Total Ending Balance,-737817,Iowa
SIOUX,2013,Total Requirements,31555801,Iowa
SIOUX,2007,Total Expenditures,21067208,Iowa
SIOUX,2007,Total Ending Balance,-54413,Iowa
SIOUX,2007,Total Requirements,21012795,Iowa
SIOUX,2017,Total Expenditures,25093908,Iowa
SIOUX,2017,Total Ending Balance,7167038,Iowa
SIOUX,2017,Total Requirements,32260946,Iowa
SIOUX,2023,Total Expenditures,41975823,Iowa
SIOUX,2023,Total Ending Balance,16670774,Iowa
SIOUX,2023,Total Requirements,58646597,Iowa
SIOUX,2021,Total Expenditures,32915050,Iowa
SIOUX,2021,Total Ending Balance,14128217,Iowa
SIOUX,2021,Total Requirements,47043267,Iowa
SIOUX,2012,Total Expenditures,31870143,Iowa
SIOUX,2012,Total Ending Balance,5562874,Iowa
SIOUX,2012,Total Requirements,37433017,Iowa
SIOUX,2006,Total Expenditures,20331827,Iowa
SIOUX,2006,Total Ending Balance,1879644,Iowa
SIOUX,2006,Total Requirements,22211471,Iowa
SIOUX,2022,Total Expenditures,34590897,Iowa
SIOUX,2022,Total Ending Balance,18694846,Iowa
SIOUX,2022,Total Requirements,53285743,Iowa
SIOUX,2026,Total Expenditures,42651374,Iowa
SIOUX,2026,Total Ending Balance,5976569,Iowa
SIOUX,2026,Total Requirements,48627943,Iowa
SIOUX,2016,Total Expenditures,25068866,Iowa
SIOUX,2016,Total Ending Balance,8840325,Iowa
SIOUX,2016,Total Requirements,33909191,Iowa
SIOUX,2025,Total Expenditures,42866994,Iowa
SIOUX,2025,Total Ending Balance,3249423,Iowa
SIOUX,2025,Total Requirements,46116417,Iowa
SIOUX,2005,Total Expenditures,19542697,Iowa
SIOUX,2005,Total Ending Balance,4357653,Iowa
SIOUX,2005,Total Requirements,23900350,Iowa
STORY,2026,Total Expenditures,66232243,Iowa
STORY,2026,Total Ending Balance,23847572,Iowa
STORY,2026,Total Requirements,90079815,Iowa
STORY,2022,Total Expenditures,51139397,Iowa
STORY,2022,Total Ending Balance,18367577,Iowa
STORY,2022,Total Requirements,69506974,Iowa
STORY,2012,Total Expenditures,41774450,Iowa
STORY,2012,Total Ending Balance,8389637,Iowa
STORY,2012,Total Requirements,50164087,Iowa
STORY,2020,Total Expenditures,47049487,Iowa
STORY,2020,Total Ending Balance,17810896,Iowa
STORY,2020,Total Requirements,64860383,Iowa
STORY,2016,Total Expenditures,43608072,Iowa
STORY,2016,Total Ending Balance,12416594,Iowa
STORY,2016,Total Requirements,56024666,Iowa
STORY,2005,Total Expenditures,35622800,Iowa
STORY,2005,Total Ending Balance,7043745,Iowa
STORY,2005,Total Requirements,42666545,Iowa
STORY,2009,Total Expenditures,39792970,Iowa
STORY,2009,Total Ending Balance,5354467,Iowa
STORY,2009,Total Requirements,45147437,Iowa
STORY,2015,Total Expenditures,40780461,Iowa
STORY,2015,Total Ending Balance,13000058,Iowa
STORY,2015,Total Requirements,53780519,Iowa
STORY,2011,Total Expenditures,42197670,Iowa
STORY,2011,Total Ending Balance,6063558,Iowa
STORY,2011,Total Requirements,48261228,Iowa
STORY,2008,Total Expenditures,36574177,Iowa
STORY,2008,Total Ending Balance,5615725,Iowa
STORY,2008,Total Requirements,42189902,Iowa
STORY,2019,Total Expenditures,42897449,Iowa
STORY,2019,Total Ending Balance,17739938,Iowa
STORY,2019,Total Requirements,60637387,Iowa
STORY,2021,Total Expenditures,53069492,Iowa
STORY,2021,Total Ending Balance,19014829,Iowa
STORY,2021,Total Requirements,72084321,Iowa
STORY,2014,Total Expenditures,39666454,Iowa
STORY,2014,Total Ending Balance,9163012,Iowa
STORY,2014,Total Requirements,48829466,Iowa
STORY,2010,Total Expenditures,42347932,Iowa
STORY,2010,Total Ending Balance,5960398,Iowa
STORY,2010,Total Requirements,48308330,Iowa
STORY,2024,Total Expenditures,69009016,Iowa
STORY,2024,Total Ending Balance,19305832,Iowa
STORY,2024,Total Requirements,88314848,Iowa
STORY,2018,Total Expenditures,41980769,Iowa
STORY,2018,Total Ending Balance,17698537,Iowa
STORY,2018,Total Requirements,59679306,Iowa
STORY,2025,Total Expenditures,67490342,Iowa
STORY,2025,Total Ending Balance,21478670,Iowa
STORY,2025,Total Requirements,88969012,Iowa
STORY,2007,Total Expenditures,35583536,Iowa
STORY,2007,Total Ending Balance,5631871,Iowa
STORY,2007,Total Requirements,41215407,Iowa
STORY,2017,Total Expenditures,40609631,Iowa
STORY,2017,Total Ending Balance,14369518,Iowa
STORY,2017,Total Requirements,54979149,Iowa
STORY,2013,Total Expenditures,42300418,Iowa
STORY,2013,Total Ending Balance,6754485,Iowa
STORY,2013,Total Requirements,49054903,Iowa
STORY,2023,Total Expenditures,62666193,Iowa
STORY,2023,Total Ending Balance,23126686,Iowa
STORY,2023,Total Requirements,85792879,Iowa
STORY,2006,Total Expenditures,36996402,Iowa
STORY,2006,Total Ending Balance,6108466,Iowa
STORY,2006,Total Requirements,43104868,Iowa
TAMA,2009,Total Expenditures,17727702,Iowa
TAMA,2009,Total Ending Balance,1493319,Iowa
TAMA,2009,Total Requirements,19221021,Iowa
TAMA,2023,Total Expenditures,34849420,Iowa
TAMA,2023,Total Ending Balance,7300244,Iowa
TAMA,2023,Total Requirements,42149664,Iowa
TAMA,2006,Total Expenditures,18593648,Iowa
TAMA,2006,Total Ending Balance,1732258,Iowa
TAMA,2006,Total Requirements,20325906,Iowa
TAMA,2013,Total Expenditures,21170497,Iowa
TAMA,2013,Total Ending Balance,3541246,Iowa
TAMA,2013,Total Requirements,24711743,Iowa
TAMA,2005,Total Expenditures,17996747,Iowa
TAMA,2005,Total Ending Balance,1381448,Iowa
TAMA,2005,Total Requirements,19378195,Iowa
TAMA,2026,Total Expenditures,28470352,Iowa
TAMA,2026,Total Ending Balance,5672119,Iowa
TAMA,2026,Total Requirements,34142471,Iowa
TAMA,2022,Total Expenditures,31391547,Iowa
TAMA,2022,Total Ending Balance,5679770,Iowa
TAMA,2022,Total Requirements,37071317,Iowa
TAMA,2012,Total Expenditures,20182393,Iowa
TAMA,2012,Total Ending Balance,1232982,Iowa
TAMA,2012,Total Requirements,21415375,Iowa
TAMA,2020,Total Expenditures,29914139,Iowa
TAMA,2020,Total Ending Balance,4214975,Iowa
TAMA,2020,Total Requirements,34129114,Iowa
TAMA,2016,Total Expenditures,22465676,Iowa
TAMA,2016,Total Ending Balance,4548039,Iowa
TAMA,2016,Total Requirements,27013715,Iowa
TAMA,2015,Total Expenditures,22324467,Iowa
TAMA,2015,Total Ending Balance,6613595,Iowa
TAMA,2015,Total Requirements,28938062,Iowa
TAMA,2011,Total Expenditures,19788099,Iowa
TAMA,2011,Total Ending Balance,2562281,Iowa
TAMA,2011,Total Requirements,22350380,Iowa
TAMA,2017,Total Expenditures,21806203,Iowa
TAMA,2017,Total Ending Balance,4893893,Iowa
TAMA,2017,Total Requirements,26700096,Iowa
TAMA,2021,Total Expenditures,31589092,Iowa
TAMA,2021,Total Ending Balance,2952841,Iowa
TAMA,2021,Total Requirements,34541933,Iowa
TAMA,2008,Total Expenditures,17715875,Iowa
TAMA,2008,Total Ending Balance,2505718,Iowa
TAMA,2008,Total Requirements,20221593,Iowa
TAMA,2025,Total Expenditures,32978133,Iowa
TAMA,2025,Total Ending Balance,-948594,Iowa
TAMA,2025,Total Requirements,32029539,Iowa
TAMA,2019,Total Expenditures,25223604,Iowa
TAMA,2019,Total Ending Balance,7989810,Iowa
TAMA,2019,Total Requirements,33213414,Iowa
TAMA,2010,Total Expenditures,18828198,Iowa
TAMA,2010,Total Ending Balance,1454435,Iowa
TAMA,2010,Total Requirements,20282633,Iowa
TAMA,2018,Total Expenditures,22600006,Iowa
TAMA,2018,Total Ending Balance,7332293,Iowa
TAMA,2018,Total Requirements,29932299,Iowa
TAMA,2024,Total Expenditures,33217269,Iowa
TAMA,2024,Total Ending Balance,5233157,Iowa
TAMA,2024,Total Requirements,38450426,Iowa
TAMA,2014,Total Expenditures,28719591,Iowa
TAMA,2014,Total Ending Balance,5250212,Iowa
TAMA,2014,Total Requirements,33969803,Iowa
TAMA,2007,Total Expenditures,19378219,Iowa
TAMA,2007,Total Ending Balance,1813033,Iowa
TAMA,2007,Total Requirements,21191252,Iowa
TAYLOR,2014,Total Expenditures,9659669,Iowa
TAYLOR,2014,Total Ending Balance,1990609,Iowa
TAYLOR,2014,Total Requirements,11650278,Iowa
TAYLOR,2013,Total Expenditures,14390960,Iowa
TAYLOR,2013,Total Ending Balance,2024214,Iowa
TAYLOR,2013,Total Requirements,16415174,Iowa
TAYLOR,2006,Total Expenditures,10582342,Iowa
TAYLOR,2006,Total Ending Balance,598497,Iowa
TAYLOR,2006,Total Requirements,11180839,Iowa
TAYLOR,2024,Total Expenditures,16129482,Iowa
TAYLOR,2024,Total Ending Balance,3938215,Iowa
TAYLOR,2024,Total Requirements,20067697,Iowa
TAYLOR,2007,Total Expenditures,6796128,Iowa
TAYLOR,2007,Total Ending Balance,1025536,Iowa
TAYLOR,2007,Total Requirements,7821664,Iowa
TAYLOR,2018,Total Expenditures,11573340,Iowa
TAYLOR,2018,Total Ending Balance,2987820,Iowa
TAYLOR,2018,Total Requirements,14561160,Iowa
TAYLOR,2023,Total Expenditures,12668646,Iowa
TAYLOR,2023,Total Ending Balance,2689539,Iowa
TAYLOR,2023,Total Requirements,15358185,Iowa
TAYLOR,2017,Total Expenditures,11263742,Iowa
TAYLOR,2017,Total Ending Balance,3023512,Iowa
TAYLOR,2017,Total Requirements,14287254,Iowa
TAYLOR,2012,Total Expenditures,7854907,Iowa
TAYLOR,2012,Total Ending Balance,1861898,Iowa
TAYLOR,2012,Total Requirements,9716805,Iowa
TAYLOR,2005,Total Expenditures,10707141,Iowa
TAYLOR,2005,Total Ending Balance,538472,Iowa
TAYLOR,2005,Total Requirements,11245613,Iowa
TAYLOR,2020,Total Expenditures,11516179,Iowa
TAYLOR,2020,Total Ending Balance,2921794,Iowa
TAYLOR,2020,Total Requirements,14437973,Iowa
TAYLOR,2016,Total Expenditures,11873181,Iowa
TAYLOR,2016,Total Ending Balance,2309624,Iowa
TAYLOR,2016,Total Requirements,14182805,Iowa
TAYLOR,2015,Total Expenditures,13719636,Iowa
TAYLOR,2015,Total Ending Balance,1986788,Iowa
TAYLOR,2015,Total Requirements,15706424,Iowa
TAYLOR,2011,Total Expenditures,8058798,Iowa
TAYLOR,2011,Total Ending Balance,1704197,Iowa
TAYLOR,2011,Total Requirements,9762995,Iowa
TAYLOR,2019,Total Expenditures,11468051,Iowa
TAYLOR,2019,Total Ending Balance,2849073,Iowa
TAYLOR,2019,Total Requirements,14317124,Iowa
TAYLOR,2026,Total Expenditures,16778349,Iowa
TAYLOR,2026,Total Ending Balance,5556253,Iowa
TAYLOR,2026,Total Requirements,22334602,Iowa
TAYLOR,2021,Total Expenditures,12282207,Iowa
TAYLOR,2021,Total Ending Balance,3765125,Iowa
TAYLOR,2021,Total Requirements,16047332,Iowa
TAYLOR,2009,Total Expenditures,7298137,Iowa
TAYLOR,2009,Total Ending Balance,1318609,Iowa
TAYLOR,2009,Total Requirements,8616746,Iowa
TAYLOR,2010,Total Expenditures,7593174,Iowa
TAYLOR,2010,Total Ending Balance,1243688,Iowa
TAYLOR,2010,Total Requirements,8836862,Iowa
TAYLOR,2025,Total Expenditures,16517749,Iowa
TAYLOR,2025,Total Ending Balance,6046117,Iowa
TAYLOR,2025,Total Requirements,22563866,Iowa
TAYLOR,2008,Total Expenditures,7278628,Iowa
TAYLOR,2008,Total Ending Balance,1373586,Iowa
TAYLOR,2008,Total Requirements,8652214,Iowa
TAYLOR,2022,Total Expenditures,12350911,Iowa
TAYLOR,2022,Total Ending Balance,3935325,Iowa
TAYLOR,2022,Total Requirements,16286236,Iowa
UNION,2010,Total Expenditures,14695978,Iowa
UNION,2010,Total Ending Balance,2747337,Iowa
UNION,2010,Total Requirements,17443315,Iowa
UNION,2021,Total Expenditures,14495981,Iowa
UNION,2021,Total Ending Balance,3491627,Iowa
UNION,2021,Total Requirements,17987608,Iowa
UNION,2008,Total Expenditures,9045470,Iowa
UNION,2008,Total Ending Balance,1224983,Iowa
UNION,2008,Total Requirements,10270453,Iowa
UNION,2017,Total Expenditures,15658259,Iowa
UNION,2017,Total Ending Balance,1949088,Iowa
UNION,2017,Total Requirements,17607347,Iowa
UNION,2025,Total Expenditures,20738357,Iowa
UNION,2025,Total Ending Balance,2746386,Iowa
UNION,2025,Total Requirements,23484743,Iowa
UNION,2020,Total Expenditures,17307928,Iowa
UNION,2020,Total Ending Balance,5110896,Iowa
UNION,2020,Total Requirements,22418824,Iowa
UNION,2024,Total Expenditures,20388148,Iowa
UNION,2024,Total Ending Balance,4567766,Iowa
UNION,2024,Total Requirements,24955914,Iowa
UNION,2013,Total Expenditures,13576708,Iowa
UNION,2013,Total Ending Balance,2727368,Iowa
UNION,2013,Total Requirements,16304076,Iowa
UNION,2007,Total Expenditures,8558471,Iowa
UNION,2007,Total Ending Balance,1116484,Iowa
UNION,2007,Total Requirements,9674955,Iowa
UNION,2018,Total Expenditures,14088472,Iowa
UNION,2018,Total Ending Balance,2713058,Iowa
UNION,2018,Total Requirements,16801530,Iowa
UNION,2026,Total Expenditures,20661086,Iowa
UNION,2026,Total Ending Balance,5530203,Iowa
UNION,2026,Total Requirements,26191289,Iowa
UNION,2011,Total Expenditures,14607777,Iowa
UNION,2011,Total Ending Balance,5662530,Iowa
UNION,2011,Total Requirements,20270307,Iowa
UNION,2009,Total Expenditures,9225011,Iowa
UNION,2009,Total Ending Balance,2068589,Iowa
UNION,2009,Total Requirements,11293600,Iowa
UNION,2012,Total Expenditures,13968746,Iowa
UNION,2012,Total Ending Balance,4859236,Iowa
UNION,2012,Total Requirements,18827982,Iowa
UNION,2016,Total Expenditures,13166763,Iowa
UNION,2016,Total Ending Balance,1916645,Iowa
UNION,2016,Total Requirements,15083408,Iowa
UNION,2022,Total Expenditures,14155625,Iowa
UNION,2022,Total Ending Balance,2223328,Iowa
UNION,2022,Total Requirements,16378953,Iowa
UNION,2023,Total Expenditures,15779668,Iowa
UNION,2023,Total Ending Balance,3292565,Iowa
UNION,2023,Total Requirements,19072233,Iowa
UNION,2014,Total Expenditures,11412966,Iowa
UNION,2014,Total Ending Balance,1622186,Iowa
UNION,2014,Total Requirements,13035152,Iowa
UNION,2005,Total Expenditures,7672811,Iowa
UNION,2005,Total Ending Balance,1564392,Iowa
UNION,2005,Total Requirements,9237203,Iowa
UNION,2006,Total Expenditures,8140324,Iowa
UNION,2006,Total Ending Balance,1823535,Iowa
UNION,2006,Total Requirements,9963859,Iowa
UNION,2015,Total Expenditures,12874074,Iowa
UNION,2015,Total Ending Balance,2930402,Iowa
UNION,2015,Total Requirements,15804476,Iowa
UNION,2019,Total Expenditures,13455376,Iowa
UNION,2019,Total Ending Balance,2599917,Iowa
UNION,2019,Total Requirements,16055293,Iowa
VAN BUREN,2005,Total Expenditures,6127539,Iowa
VAN BUREN,2005,Total Ending Balance,1594455,Iowa
VAN BUREN,2005,Total Requirements,7721994,Iowa
VAN BUREN,2015,Total Expenditures,7681741,Iowa
VAN BUREN,2015,Total Ending Balance,2243127,Iowa
VAN BUREN,2015,Total Requirements,9924868,Iowa
VAN BUREN,2008,Total Expenditures,6648953,Iowa
VAN BUREN,2008,Total Ending Balance,1598792,Iowa
VAN BUREN,2008,Total Requirements,8247745,Iowa
VAN BUREN,2009,Total Expenditures,7133785,Iowa
VAN BUREN,2009,Total Ending Balance,1583337,Iowa
VAN BUREN,2009,Total Requirements,8717122,Iowa
VAN BUREN,2025,Total Expenditures,13425766,Iowa
VAN BUREN,2025,Total Ending Balance,4698313,Iowa
VAN BUREN,2025,Total Requirements,18124079,Iowa
VAN BUREN,2010,Total Expenditures,7220711,Iowa
VAN BUREN,2010,Total Ending Balance,1811473,Iowa
VAN BUREN,2010,Total Requirements,9032184,Iowa
VAN BUREN,2011,Total Expenditures,7513817,Iowa
VAN BUREN,2011,Total Ending Balance,2046042,Iowa
VAN BUREN,2011,Total Requirements,9559859,Iowa
VAN BUREN,2020,Total Expenditures,9333788,Iowa
VAN BUREN,2020,Total Ending Balance,4626354,Iowa
VAN BUREN,2020,Total Requirements,13960142,Iowa
VAN BUREN,2018,Total Expenditures,9360697,Iowa
VAN BUREN,2018,Total Ending Balance,2931500,Iowa
VAN BUREN,2018,Total Requirements,12292197,Iowa
VAN BUREN,2021,Total Expenditures,10702641,Iowa
VAN BUREN,2021,Total Ending Balance,2775369,Iowa
VAN BUREN,2021,Total Requirements,13478010,Iowa
VAN BUREN,2007,Total Expenditures,7023214,Iowa
VAN BUREN,2007,Total Ending Balance,1637277,Iowa
VAN BUREN,2007,Total Requirements,8660491,Iowa
VAN BUREN,2014,Total Expenditures,7382394,Iowa
VAN BUREN,2014,Total Ending Balance,2114023,Iowa
VAN BUREN,2014,Total Requirements,9496417,Iowa
VAN BUREN,2006,Total Expenditures,6502418,Iowa
VAN BUREN,2006,Total Ending Balance,1424240,Iowa
VAN BUREN,2006,Total Requirements,7926658,Iowa
VAN BUREN,2022,Total Expenditures,9972777,Iowa
VAN BUREN,2022,Total Ending Balance,4364173,Iowa
VAN BUREN,2022,Total Requirements,14336950,Iowa
VAN BUREN,2013,Total Expenditures,7753751,Iowa
VAN BUREN,2013,Total Ending Balance,2292370,Iowa
VAN BUREN,2013,Total Requirements,10046121,Iowa
VAN BUREN,2024,Total Expenditures,12259487,Iowa
VAN BUREN,2024,Total Ending Balance,6535056,Iowa
VAN BUREN,2024,Total Requirements,18794543,Iowa
VAN BUREN,2016,Total Expenditures,7542758,Iowa
VAN BUREN,2016,Total Ending Balance,2634418,Iowa
VAN BUREN,2016,Total Requirements,10177176,Iowa
VAN BUREN,2019,Total Expenditures,9373188,Iowa
VAN BUREN,2019,Total Ending Balance,2564997,Iowa
VAN BUREN,2019,Total Requirements,11938185,Iowa
VAN BUREN,2017,Total Expenditures,8883425,Iowa
VAN BUREN,2017,Total Ending Balance,2775006,Iowa
VAN BUREN,2017,Total Requirements,11658431,Iowa
VAN BUREN,2026,Total Expenditures,12418736,Iowa
VAN BUREN,2026,Total Ending Balance,5033513,Iowa
VAN BUREN,2026,Total Requirements,17452249,Iowa
VAN BUREN,2012,Total Expenditures,8094389,Iowa
VAN BUREN,2012,Total Ending Balance,2579601,Iowa
VAN BUREN,2012,Total Requirements,10673990,Iowa
VAN BUREN,2023,Total Expenditures,11190576,Iowa
VAN BUREN,2023,Total Ending Balance,4663506,Iowa
VAN BUREN,2023,Total Requirements,15854082,Iowa
WAPELLO,2011,Total Expenditures,21045795,Iowa
